Time,Milliseconds,Index,Freq,Vin,Vout,dB,Phase
2024-09-28 16:14:04.857539,5503,0,10,0.06317066,0.07071067,0.9793907585224765,9.9e+37
2024-09-28 16:14:10.132289,10777,1,10.5,0.06237325,0.0611949,-0.16566288830217396,9.9e+37
2024-09-28 16:14:15.187712,15833,2,11.03,0.06353669,0.06073408,-0.39184257891433194,9.9e+37
2024-09-28 16:14:20.036121,20681,3,11.58,0.06345331,0.06079187,-0.3721755783520347,9.9e+37
2024-09-28 16:14:24.685888,25331,4,12.16,0.06259324,0.07071067,1.0591503976070002,9.9e+37
2024-09-28 16:14:29.148158,29793,5,12.77,0.06378393,0.07071067,0.8954735567514325,9.9e+37
2024-09-28 16:14:33.430690,34076,6,13.41,0.06304221,0.06169024,-0.1882993898803283,9.9e+37
2024-09-28 16:14:37.543393,38188,7,14.08,0.06304177,0.07071067,0.9971310825876565,9.9e+37
2024-09-28 16:14:41.494594,42140,8,14.78,0.06373246,0.07071067,0.9024854046236912,9.9e+37
2024-09-28 16:14:45.291299,45936,9,15.52,0.06279086,0.07071067,1.0317704198964963,9.9e+37
2024-09-28 16:14:48.940045,49585,10,16.3,0.06382109,0.07071067,0.8904147014168319,9.9e+37
2024-09-28 16:14:52.446262,53091,11,17.12,0.06284574,0.06386126,0.13923277356496105,9.9e+37
2024-09-28 16:14:55.819493,56464,12,17.98,0.06384949,0.06382983,-0.0026748982001761953,9.9e+37
2024-09-28 16:14:59.064860,59710,13,18.88,0.06299857,0.07071067,1.0030852151623202,9.9e+37
2024-09-28 16:15:02.189524,62835,14,19.82,0.06373446,0.07071067,0.9022128354068683,9.9e+37
2024-09-28 16:15:05.199002,65844,15,20.81,0.06345747,0.07071067,0.9400439835655254,9.9e+37
2024-09-28 16:15:08.110269,68755,16,21.85,0.06238816,0.07071067,1.0876555006974795,9.9e+37
2024-09-28 16:15:10.905656,71551,17,22.94,0.06325965,0.07071067,0.9671633512411131,9.9e+37
2024-09-28 16:15:13.601875,74247,18,24.09,0.06423756,0.07071067,0.8339183193128863,9.9e+37
2024-09-28 16:15:16.203628,76849,19,25.29,0.06310314,0.07071067,0.9886796422696355,9.9e+37
2024-09-28 16:15:18.713603,79359,20,26.55,0.06272961,0.07071067,1.0402472967367067,9.9e+37
2024-09-28 16:15:21.138640,81784,21,27.88,0.06417593,0.07071067,0.8422556274803462,9.9e+37
2024-09-28 16:15:23.484076,84129,22,29.27,0.0633924,0.07071067,0.9489551616112435,9.9e+37
2024-09-28 16:15:25.749262,86394,23,30.73,0.06287328,0.07071067,1.0203766980817994,9.9e+37
2024-09-28 16:15:27.940638,88586,24,32.27,0.06411534,0.07071067,0.8504600531174077,9.9e+37
2024-09-28 16:15:30.073958,90719,25,33.88,0.0631134,0.07071067,0.9872675099471553,9.9e+37
2024-09-28 16:15:32.125930,92771,26,35.57,0.06356466,0.07071067,0.9253844792522753,9.9e+37
2024-09-28 16:15:34.114478,94759,27,37.35,0.0637197,0.07516759,1.435138076614971,9.9e+37
2024-09-28 16:15:36.040325,96685,28,39.22,0.06317407,0.07071067,0.9789219002856037,9.9e+37
2024-09-28 16:15:37.909583,98555,29,41.18,0.06417264,0.07071067,0.8427009238621535,9.9e+37
2024-09-28 16:15:39.744740,100390,30,43.24,0.06289688,0.05954678,-0.4754164175546777,9.9e+37
2024-09-28 16:15:41.506136,102151,31,45.4,0.06330791,0.05488205,-1.240553023086318,9.9e+37
2024-09-28 16:15:43.217462,103862,32,47.67,0.06460489,0.05325837,-1.6775504173081441,9.9e+37
2024-09-28 16:15:44.881871,105527,33,50.05,0.06389793,0.07071067,0.879963261367943,9.9e+37
2024-09-28 16:15:46.499121,107144,34,52.55,0.06307214,0.05393543,-1.3592684220379916,9.9e+37
2024-09-28 16:15:48.083462,108728,35,55.18,0.0642843,0.07071067,0.827600662541016,9.9e+37
2024-09-28 16:15:49.616352,110261,36,57.94,0.06424367,0.05685163,-1.0617484336514011,9.9e+37
2024-09-28 16:15:51.115391,111760,37,60.84,0.0632698,0.07071067,0.9657698135308733,9.9e+37
2024-09-28 16:15:52.569659,113215,38,63.88,0.06451962,0.07071067,0.7958630287214284,9.9e+37
2024-09-28 16:15:53.988199,114633,39,67.07,0.06394035,0.05768963,-0.8935451128658038,9.9e+37
2024-09-28 16:15:55.376792,116022,40,70.42,0.063817,0.05707766,-0.9694044854483119,9.9e+37
2024-09-28 16:15:56.730345,117375,41,73.94,0.06450146,0.05572868,-1.26981577337113,9.9e+37
